statecode,countyname,bldg_count
TN,Crockett County,62
TN,Cumberland County,493
TN,Davidson County,13152
TN,DeKalb County,118
TN,Decatur County,76
TN,Dickson County,488
TN,Dyer County,197
TN,Fayette County,299
TN,Fentress County,130
TN,Franklin County,202
TN,Gibson County,383
TN,Giles County,204
TN,Grainger County,86
TN,Greene County,632
TN,Grundy County,60
TN,Hamblen County,794
TN,Hamilton County,5499
TN,Hancock County,20
TN,Hardeman County,118
TN,Hardin County,124
TN,Hawkins County,297
TN,Haywood County,120
TN,Henderson County,150
TN,Henry County,223
TN,Hickman County,147
TN,Houston County,38
TN,Humphreys County,112
TN,Jackson County,37
TN,Jefferson County,436
TN,Johnson County,54
TN,Knox County,9068
TN,Lake County,41
TN,Lauderdale County,165
TN,Lawrence County,230
TN,Lewis County,74
TN,Lincoln County,197
TN,Loudon County,728
TN,Macon County,82
TN,Madison County,1490
TN,Marion County,238
TN,Marshall County,225
TN,Maury County,1056
TN,McMinn County,716
TN,McNairy County,98
TN,Meigs County,70
TN,Monroe County,607
TN,Montgomery County,1788
TN,Moore County,17
TN,Morgan County,76
TN,Obion County,234
TN,Overton County,122
TN,Perry County,25
TN,Pickett County,26
TN,Polk County,117
TN,Putnam County,741
TN,Rhea County,249
TN,Roane County,787
TN,Robertson County,563
TN,Rutherford County,2881
TN,Scott County,137
TN,Sequatchie County,171
TN,Sevier County,2060
TN,Shelby County,14523
TN,Smith County,145
TN,Stewart County,67
TN,Sullivan County,1965
TN,Sumner County,2020
TN,Tipton County,409
TN,Trousdale County,56
TN,Unicoi County,90
TN,Union County,209
TN,Van Buren County,22
TN,Warren County,245
TN,Washington County,1334
TN,Wayne County,61
TN,Weakley County,164
TN,White County,163
TN,Williamson County,2073
TN,Wilson County,2012
TX,Anderson County,400
TX,Andrews County,104
TX,Angelina County,611
TX,Aransas County,426
TX,Archer County,29
TX,Armstrong County,4
TX,Atascosa County,548
TX,Austin County,269
TX,Bailey County,69
TX,Bandera County,206
TX,Bastrop County,831
TX,Baylor County,23
TX,Bee County,228
TX,Bell County,3297
TX,Bexar County,22211
TX,Blanco County,180
TX,Borden County,1
TX,Bosque County,128
TX,Bowie County,1210
TX,Brazoria County,3034
TX,Brazos County,2032
TX,Brewster County,94
TX,Briscoe County,9
TX,Brooks County,77
TX,Brown County,422
TX,Burleson County,131
TX,Burnet County,548
TX,Caldwell County,315
TX,Calhoun County,169
TX,Callahan County,76
TX,Cameron County,3301
TX,Camp County,68
TX,Carson County,23
TX,Cass County,259
TX,Castro County,48
TX,Chambers County,329
TX,Cherokee County,334
TX,Childress County,53
TX,Clay County,53
TX,Cochran County,9
TX,Coke County,12
TX,Coleman County,83
TX,Collin County,7905
TX,Collingsworth County,11
TX,Colorado County,206
TX,Comal County,2103
TX,Comanche County,114
TX,Concho County,30
TX,Cooke County,326
TX,Coryell County,497
TX,Cottle County,6
TX,Crane County,18
TX,Crockett County,20
TX,Crosby County,453
TX,Culberson County,24
TX,Dallam County,41
TX,Dallas County,33395
TX,Dawson County,54
TX,DeWitt County,190
TX,Deaf Smith County,136
TX,Delta County,44
TX,Denton County,6358
TX,Dickens County,9
TX,Dimmit County,89
TX,Donley County,22
TX,Duval County,28
TX,Eastland County,217
TX,Ector County,1434
TX,Edwards County,5
TX,El Paso County,12177
TX,Ellis County,2399
TX,Erath County,348
TX,Falls County,94
TX,Fannin County,302
TX,Fayette County,261
TX,Fisher County,19
TX,Floyd County,39
TX,Foard County,4
TX,Fort Bend County,4466
TX,Franklin County,68
TX,Freestone County,114
TX,Frio County,143
TX,Gaines County,99
TX,Galveston County,3214
TX,Garza County,39
TX,Gillespie County,375
TX,Glasscock County,2
TX,Goliad County,50
TX,Gonzales County,159
TX,Gray County,155
TX,Grayson County,1616
TX,Gregg County,1520
TX,Grimes County,163
TX,Guadalupe County,1313
TX,Hale County,1402
TX,Hall County,16
TX,Hamilton County,98
TX,Hansford County,22
TX,Hardeman County,18
TX,Hardin County,345
TX,Harris County,51408
TX,Harrison County,395
TX,Hartley County,8
TX,Haskell County,50
TX,Hays County,2340
TX,Hemphill County,24
TX,Henderson County,808
TX,Hidalgo County,5950
TX,Hill County,373
TX,Hockley County,216
TX,Hood County,695
TX,Hopkins County,379
TX,Houston County,123
TX,Howard County,267
TX,Hudspeth County,18
TX,Hunt County,1023
TX,Hutchinson County,128
TX,Irion County,5
TX,Jack County,46
TX,Jackson County,71
TX,Jasper County,239
TX,Jeff Davis County,17
TX,Jefferson County,3504
TX,Jim Hogg County,27
TX,Jim Wells County,316
TX,Johnson County,1886
TX,Jones County,73
TX,Karnes County,150
TX,Kaufman County,1276
TX,Kendall County,680
TX,Kent County,5
TX,Kerr County,534
TX,Kimble County,43
TX,Kinney County,8
TX,Kleberg County,306
TX,Knox County,11
TX,La Salle County,67
TX,Lamar County,514
TX,Lamb County,103
TX,Lampasas County,167
TX,Lavaca County,95
TX,Lee County,167
TX,Leon County,107
TX,Liberty County,534
TX,Limestone County,175
TX,Lipscomb County,6
TX,Live Oak County,107
TX,Llano County,228
TX,Lubbock County,8620
TX,Lynn County,15
TX,Madison County,67
TX,Marion County,123
TX,Martin County,21
TX,Mason County,20
TX,Matagorda County,321
TX,Maverick County,210
TX,McCulloch County,89
TX,McLennan County,2620
TX,McMullen County,9
TX,Medina County,451
TX,Menard County,9
TX,Midland County,1912
TX,Milam County,160
TX,Mills County,34
TX,Mitchell County,55
TX,Montague County,161
TX,Montgomery County,5642
TX,Moore County,83
TX,Morris County,84
TX,Motley County,3
TX,Nacogdoches County,411
TX,Navarro County,449
TX,Newton County,33
TX,Nolan County,166
TX,Nueces County,5400
TX,Ochiltree County,46
TX,Oldham County,15
TX,Orange County,626
TX,Palo Pinto County,248
TX,Panola County,140
TX,Parker County,1304
TX,Parmer County,21
TX,Pecos County,127
TX,Polk County,282
TX,Potter County,1508
TX,Presidio County,32
TX,Rains County,101
TX,Randall County,852
TX,Reagan County,23
TX,Real County,29
TX,Red River County,123
TX,Reeves County,94
TX,Refugio County,56
TX,Roberts County,3
TX,Robertson County,127
TX,Rockwall County,863
TX,Runnels County,87
TX,Rusk County,248
TX,Sabine County,45
TX,San Augustine County,42
TX,San Jacinto County,89
TX,San Patricio County,702
TX,San Saba County,45
TX,Schleicher County,7
TX,Scurry County,176
TX,Shackelford County,17
TX,Shelby County,151
TX,Sherman County,7
TX,Smith County,2133
TX,Somervell County,102
TX,Starr County,185
TX,Stephens County,75
TX,Sterling County,8
TX,Stonewall County,6
TX,Sutton County,27
TX,Swisher County,50
TX,Tarrant County,24627
TX,Taylor County,1312
TX,Terrell County,3
TX,Terry County,113
TX,Throckmorton County,8
TX,Titus County,283
TX,Tom Green County,951
TX,Travis County,15810
TX,Trinity County,76
TX,Tyler County,97
TX,Upshur County,146
TX,Upton County,8
TX,Uvalde County,208
TX,Val Verde County,253
TX,Van Zandt County,342
TX,Victoria County,778
TX,Walker County,495
TX,Waller County,496
TX,Ward County,106
TX,Washington County,372
TX,Webb County,1899
TX,Wharton County,305
TX,Wheeler County,42
TX,Wichita County,1163
TX,Wilbarger County,82
TX,Willacy County,88
TX,Williamson County,5364
TX,Wilson County,298
TX,Winkler County,38
TX,Wise County,584
TX,Wood County,375
TX,Yoakum County,30
TX,Young County,155
TX,Zapata County,56
TX,Zavala County,35
UT,Beaver County,50
UT,Box Elder County,329
UT,Cache County,821
UT,Carbon County,138
UT,Daggett County,11
UT,Davis County,2835
UT,Duchesne County,102
UT,Emery County,47
UT,Garfield County,81
UT,Grand County,147
UT,Iron County,448
UT,Juab County,74
UT,Kane County,61
UT,Millard County,88
UT,Morgan County,66
UT,Piute County,18
UT,Rich County,25
UT,Salt Lake County,15886
UT,San Juan County,64
UT,Sanpete County,134
UT,Sevier County,145
UT,Summit County,658
UT,Tooele County,347
UT,Uintah County,263
UT,Utah County,5621
UT,Wasatch County,307
UT,Washington County,1314
UT,Wayne County,32
UT,Weber County,3169
VA,Accomack County,260
VA,Albemarle County,693
VA,Alexandria city,2080
VA,Alleghany County,80
VA,Amelia County,61
VA,Amherst County,159
VA,Appomattox County,48
VA,Arlington County,1585
VA,Augusta County,367
VA,Bath County,24
VA,Bedford County,448
VA,Bland County,34
VA,Botetourt County,452
VA,Bristol City,5
VA,Bristol city,439
VA,Brunswick County,68
VA,Buchanan County,58
VA,Buckingham County,34
VA,Buena Vista city,64
VA,Campbell County,367
VA,Caroline County,198
VA,Carroll County,120
VA,Charles City County,37
VA,Charlotte County,61
VA,Charlottesville city,747
VA,Chesapeake city,2426
VA,Chesterfield County,3083
VA,Clarke County,175
VA,Colonial Heights city,280
VA,Covington city,60
VA,Craig County,16
VA,Culpeper County,378
VA,Cumberland County,25
VA,Danville city,640
VA,Dickenson County,48
VA,Dinwiddie County,107
VA,Emporia city,146
VA,Essex County,108
VA,Fairfax County,5926
VA,Fairfax city,547
VA,Falls Church city,315
VA,Fauquier County,692
VA,Floyd County,68
VA,Fluvanna County,71
VA,Franklin County,337
VA,Franklin city,157
VA,Frederick County,707
VA,Fredericksburg city,1010
VA,Galax city,96
VA,Giles County,100
VA,Gloucester County,288
VA,Goochland County,212
VA,Grayson County,45
VA,Greene County,119
VA,Greensville County,38
VA,Halifax County,165
VA,Hampton City,1
VA,Hampton city,1629
VA,Hanover County,1467
VA,Harrisonburg city,698
VA,Henrico County,3817
VA,Henry County,351
VA,Highland County,9
VA,Hopewell city,313
VA,Isle of Wight County,311
VA,James City County,661
VA,King George County,235
VA,King William County,94
VA,King and Queen County,24
VA,Lancaster County,112
VA,Lee County,56
VA,Lexington city,54
VA,Loudoun County,2717
VA,Louisa County,155
VA,Lunenburg County,51
VA,Lynchburg City,1
VA,Lynchburg city,1164
VA,Madison County,76
VA,Manassas City,5
VA,Manassas Park city,136
VA,Manassas city,665
VA,Martinsville city,206
VA,Mathews County,63
VA,Mecklenburg County,266
VA,Middlesex County,100
VA,Montgomery County,824
VA,Nelson County,63
VA,New Kent County,123
VA,Newport News city,2446
VA,Norfolk City,2
VA,Norfolk city,3259
VA,Northampton County,180
VA,Northumberland County,50
VA,Norton city,64
VA,Nottoway County,119
VA,Orange County,197
VA,Page County,131
VA,Patrick County,60
VA,Petersburg city,853
VA,Pittsylvania County,161
VA,Poquoson city,72
VA,Portsmouth city,1429
VA,Powhatan County,176
VA,Prince Edward County,163
VA,Prince George County,195
VA,Prince William County,2581
VA,Pulaski County,226
VA,Radford city,143
VA,Rappahannock County,30
VA,Richmond City,21
VA,Richmond County,53
VA,Richmond city,5699
VA,Roanoke County,892
VA,Roanoke city,2363
VA,Rockbridge County,119
VA,Rockingham County,376
VA,Russell County,108
VA,Salem city,824
VA,Scott County,109
VA,Shenandoah County,420
VA,Smyth County,149
VA,Southampton County,84
VA,Spotsylvania County,1082
VA,Stafford County,1048
VA,Staunton city,302
VA,Suffolk City,1
VA,Suffolk city,905
VA,Surry County,34
VA,Sussex County,84
VA,Tazewell County,400
VA,Virginia Beach city,4129
VA,Warren County,426
VA,Washington County,468
VA,Waynesboro city,284
VA,Westmoreland County,108
VA,Williamsburg city,316
VA,Winchester city,920
VA,Wise County,176
VA,Wythe County,312
VA,York County,837
VT,Addison County,191
VT,Bennington County,448
VT,Caledonia County,202
VT,Chittenden County,1500
VT,Essex County,33
VT,Franklin County,252
VT,Grand Isle County,34
VT,Lamoille County,209
VT,Orange County,138
VT,Orleans County,190
VT,Rutland County,639
VT,Washington County,434
VT,Windham County,395
VT,Windsor County,496
WA,Adams County,105
WA,Asotin County,130
WA,Benton County,1465
WA,Chelan County,557
WA,Clallam County,403
WA,Clark County,4588
WA,Columbia County,40
WA,Cowlitz County,1176
WA,Douglas County,180
WA,Ferry County,64
WA,Franklin County,511
WA,Garfield County,16
WA,Grant County,655
WA,Grays Harbor County,634
WA,Island County,344
WA,Jefferson County,174
WA,King County,29075
WA,Kitsap County,2538
WA,Kittitas County,300
WA,Klickitat County,121
WA,Lewis County,813
WA,Lincoln County,69
WA,Mason County,331
WA,Okanogan County,266
WA,Pacific County,184
WA,Pend Oreille County,135
WA,Pierce County,11521
WA,San Juan County,93
WA,Skagit County,1061
WA,Skamania County,56
WA,Snohomish County,8293
WA,Spokane County,9690
WA,Stevens County,259
WA,Thurston County,3154
WA,Wahkiakum County,22
WA,Walla Walla County,420
WA,Whatcom County,1936
WA,Whitman County,294
WA,Yakima County,3402
WI,Adams County,138
WI,Ashland County,196
WI,Barron County,460
WI,Bayfield County,149
WI,Brown County,3953
WI,Buffalo County,83
WI,Burnett County,160
WI,Calumet County,354
WI,Chippewa County,660
WI,Clark County,252
WI,Columbia County,657
WI,Crawford County,118
WI,Dane County,7313
WI,Dodge County,985
WI,Door County,489
WI,Douglas County,796
WI,Dunn County,818
WI,Eau Claire County,1506
WI,Florence County,40
WI,Fond du Lac County,1069
WI,Forest County,71
WI,Grant County,446
WI,Green County,290
WI,Green Lake County,222
WI,Iowa County,278
WI,Iron County,128
WI,Jackson County,195
WI,Jefferson County,1184
WI,Juneau County,255
WI,Kenosha County,2280
WI,Kewaunee County,213
WI,La Crosse County,969
WI,Lafayette County,119
WI,Langlade County,186
WI,Lincoln County,274
WI,Manitowoc County,863
WI,Marathon County,1267
WI,Marinette County,418
WI,Marquette County,137
WI,Menominee County,4
WI,Milwaukee County,15441
WI,Monroe County,376
WI,Oconto County,369
WI,Oneida County,662
WI,Outagamie County,2563
WI,Ozaukee County,1250
WI,Pepin County,75
WI,Pierce County,663
WI,Polk County,702
WI,Portage County,659
WI,Price County,201
WI,Racine County,3670
WI,Richland County,121
WI,Rock County,1641
WI,Rusk County,143
WI,Sauk County,726
WI,Sawyer County,213
WI,Shawano County,409
WI,Sheboygan County,1524
WI,St  Croix County,1
WI,St. Croix County,1659
WI,Taylor County,192
WI,Trempealeau County,193
WI,Vernon County,160
WI,Vilas County,488
WI,Walworth County,1669
WI,Washburn County,141
WI,Washington County,1621
WI,Waukesha County,5918
WI,Waupaca County,572
WI,Waushara County,234
WI,Winnebago County,2051
WI,Wood County,684
WV,Barbour County,57
WV,Berkeley County,1051
WV,Boone County,212
WV,Braxton County,205
WV,Brooke County,176
WV,Cabell County,2702
WV,Calhoun County,25
WV,Clay County,59
WV,Doddridge County,14
WV,Fayette County,792
WV,Gilmer County,18
WV,Grant County,47
WV,Greenbrier County,473
WV,Hampshire County,69
WV,Hancock County,279
WV,Hardy County,67
WV,Harrison County,658
WV,Jackson County,475
WV,Jefferson County,524
WV,Kanawha County,4519
WV,Lewis County,156
WV,Lincoln County,173
WV,Logan County,685
WV,Marion County,728
WV,Marshall County,120
WV,Mason County,278
WV,McDowell County,47
WV,Mercer County,1164
WV,Mineral County,102
WV,Mingo County,202
WV,Monongalia County,872
WV,Monroe County,43
WV,Morgan County,194
WV,Nicholas County,205
WV,Ohio County,527
WV,Pendleton County,24
WV,Pleasants County,29
WV,Pocahontas County,45
WV,Preston County,143
WV,Putnam County,1014
WV,Raleigh County,1587
WV,Randolph County,170
WV,Ritchie County,52
WV,Roane County,184
WV,Summers County,46
WV,Taylor County,49
WV,Tucker County,38
WV,Tyler County,33
WV,Upshur County,188
WV,Wayne County,437
WV,Webster County,29
WV,Wetzel County,96
WV,Wirt County,23
WV,Wood County,1898
WV,Wyoming County,65
WY,Albany County,262
WY,Big Horn County,80
WY,Campbell County,346
WY,Carbon County,177
WY,Converse County,99
WY,Crook County,39
WY,Fremont County,301
WY,Goshen County,101
WY,Hot Springs County,88
WY,Johnson County,107
WY,Laramie County,868
WY,Lincoln County,101
WY,Natrona County,768
WY,Niobrara County,18
WY,Park County,239
WY,Platte County,127
WY,Sheridan County,279
WY,Sublette County,71
WY,Sweetwater County,368
WY,Teton County,176
WY,Uinta County,133
WY,Washakie County,74
WY,Weston County,40
