STATE_NAME,STATECODE,STATE_FIPS,COUNTY,FORMAL_COUNTY,CNTY_FIPS,total_bldg_area,LandAreaSqMiles,bldg_area_per_sq_mile
Alaska,AK,02,Fairbanks North Star,Fairbanks North Star Borough,090,12009000,7338.21,1636.5026348387414
Alaska,AK,02,Haines,Haines Borough,100,152200,2318.6,65.64306046752351
Alaska,AK,02,Juneau,Juneau City and Borough,110,4304900,2701.93,1593.2685154685726
Alaska,AK,02,Kenai Peninsula,Kenai Peninsula Borough,122,5764300,16075.33,358.5805081450894
Alaska,AK,02,Ketchikan Gateway,Ketchikan Gateway Borough,130,1250100,4858.41,257.3064027119984
Alaska,AK,02,Kodiak Island,Kodiak Island Borough,150,818500,6549.58,124.96984539466654
Alaska,AK,02,Lake and Peninsula,Lake and Peninsula Borough,164,26900,23652.01,1.1373240582935658
Alaska,AK,02,Matanuska-Susitna,Matanuska-Susitna Borough,170,7534100,24607.9,306.16590607081463
Alaska,AK,02,Nome,Nome Census Area,180,105600,22961.76,4.5989506030896585
Alaska,AK,02,North Slope,North Slope Borough,185,192700,88695.41,2.1726039712765295
Alaska,AK,02,Northwest Arctic,Northwest Arctic Borough,188,26700,35572.58,0.750578113816878
Alaska,AK,02,Sitka,Sitka City and Borough,220,539800,2870.34,188.06134464906594
Alaska,AK,02,Southeast Fairbanks,Southeast Fairbanks Census Area,240,253600,24768.81,10.238683247196777
Alaska,AK,02,Valdez-Cordova,Valdez-Cordova Census Area,261,666300,34239.88,19.45976446179134
Alaska,AK,02,Yakutat,Yakutat City and Borough,282,12500,7649.46,1.6341022765005635
Alaska,AK,02,Yukon-Koyukuk,Yukon-Koyukuk Census Area,290,33200,145504.79,0.22817118254320012
Arizona,AZ,04,Apache,Apache County,001,1579900,11197.52,141.0937421857697
Arizona,AZ,04,Cochise,Cochise County,003,17250200,6165.69,2797.7728364546388
Arizona,AZ,04,Coconino,Coconino County,005,29928600,18618.89,1607.4320219948665
Arizona,AZ,04,Gila,Gila County,007,5538800,4757.93,1164.119690705832
Arizona,AZ,04,Graham,Graham County,009,2355400,4622.6,509.54008566607536
Arizona,AZ,04,Greenlee,Greenlee County,011,345000,1843.13,187.1815878424202
Arizona,AZ,04,La Paz,La Paz County,012,2401600,4499.63,533.7327735836058
Arizona,AZ,04,Maricopa,Maricopa County,013,1482770500,9200.14,161168.25396135278
Arizona,AZ,04,Mohave,Mohave County,015,29641800,13311.08,2226.8516153460123
Arizona,AZ,04,Navajo,Navajo County,017,8634800,9950.42,867.7824654637693
Arizona,AZ,04,Pima,Pima County,019,260423800,9187.04,28346.866890750447
Arizona,AZ,04,Pinal,Pinal County,021,46547600,5365.61,8675.17393176172
Arizona,AZ,04,Santa Cruz,Santa Cruz County,023,7966400,1236.92,6440.513533615755
Arizona,AZ,04,Yavapai,Yavapai County,025,30259100,8123.5,3724.884594078907
Arizona,AZ,04,Yuma,Yuma County,027,24460600,5513.99,4436.097998001447
Arkansas,AR,05,Arkansas,Arkansas County,001,2149600,988.77,2174.014179232784
Arkansas,AR,05,Ashley,Ashley County,003,2121500,925.35,2292.646025828065
Arkansas,AR,05,Baxter,Baxter County,005,6475500,554.28,11682.723533232302
Arkansas,AR,05,Benton,Benton County,007,87335900,847.36,103068.23546072507
Arkansas,AR,05,Boone,Boone County,009,5482700,590.23,9289.090693458482
Arkansas,AR,05,Bradley,Bradley County,011,903300,649.23,1391.3405110669562
Arkansas,AR,05,Calhoun,Calhoun County,013,599600,628.58,953.8960832352285
Arkansas,AR,05,Carroll,Carroll County,015,4311700,630.09,6842.990683870557
Arkansas,AR,05,Chicot,Chicot County,017,810600,644.3,1258.1095762843397
Arkansas,AR,05,Clark,Clark County,019,2991300,866.07,3453.877862066576
Arkansas,AR,05,Clay,Clay County,021,1754700,639.47,2743.9911176442993
Arkansas,AR,05,Cleburne,Cleburne County,023,2607700,553.69,4709.675088948689
Arkansas,AR,05,Cleveland,Cleveland County,025,161800,597.78,270.66813878015324
Arkansas,AR,05,Columbia,Columbia County,027,2887400,766.05,3769.205665426539
Arkansas,AR,05,Conway,Conway County,029,1815800,552.25,3288.003621548212
Arkansas,AR,05,Craighead,Craighead County,031,30458100,707.21,43067.9713239349
Arkansas,AR,05,Crawford,Crawford County,033,6640800,593.09,11196.951558785344
Arkansas,AR,05,Crittenden,Crittenden County,035,14197400,609.76,23283.586985043297
Arkansas,AR,05,Cross,Cross County,037,1592800,616.38,2584.1201855997924
Arkansas,AR,05,Dallas,Dallas County,039,653800,667.39,979.6370937532777
Arkansas,AR,05,Desha,Desha County,041,1419400,768.15,1847.8161817353382
Arkansas,AR,05,Drew,Drew County,043,2155200,828.36,2601.7673475300594
Arkansas,AR,05,Faulkner,Faulkner County,045,32097800,647.88,49542.81657096993
Arkansas,AR,05,Franklin,Franklin County,047,839900,608.86,1379.4632592057287
Arkansas,AR,05,Fulton,Fulton County,049,227000,618.19,367.2010223394102
Arkansas,AR,05,Garland,Garland County,051,28608700,677.78,42209.418985511526
Arkansas,AR,05,Grant,Grant County,053,1013000,631.81,1603.3301150662385
Arkansas,AR,05,Greene,Greene County,055,6276200,577.7,10864.11632335122
Arkansas,AR,05,Hempstead,Hempstead County,057,3257400,727.52,4477.40268308775
Arkansas,AR,05,Hot Spring,Hot Spring County,059,3284100,615.2,5338.263979193758
Arkansas,AR,05,Howard,Howard County,061,1372500,588.55,2332.0023787273813
Arkansas,AR,05,Independence,Independence County,063,3830500,763.95,5014.071601544603
Arkansas,AR,05,Izard,Izard County,065,404800,580.58,697.2338006820765
Arkansas,AR,05,Jackson,Jackson County,067,2290200,633.94,3612.644729785153
Arkansas,AR,05,Jefferson,Jefferson County,069,16842500,870.75,19342.52081538903
Arkansas,AR,05,Johnson,Johnson County,071,4133500,659.8,6264.777205213702
Arkansas,AR,05,Lafayette,Lafayette County,073,665400,528.27,1259.5831676983362
Arkansas,AR,05,Lawrence,Lawrence County,075,1002900,587.61,1706.744269158115
Arkansas,AR,05,Lee,Lee County,077,664200,602.62,1102.1871162590023
Arkansas,AR,05,Lincoln,Lincoln County,079,298500,561.52,531.5928194899559
Arkansas,AR,05,Little River,Little River County,081,603400,532.25,1133.677782996712
Arkansas,AR,05,Logan,Logan County,083,2572100,708.13,3632.2426673068503
Arkansas,AR,05,Lonoke,Lonoke County,085,10157900,770.73,13179.582992747135
Arkansas,AR,05,Madison,Madison County,087,502900,834.26,602.8096756406876
Arkansas,AR,05,Marion,Marion County,089,1020100,597.01,1708.6815966231723
Arkansas,AR,05,Miller,Miller County,091,8422600,625.58,13463.665718213497
Arkansas,AR,05,Mississippi,Mississippi County,093,15940600,900.57,17700.567418412782
Arkansas,AR,05,Monroe,Monroe County,095,701500,607.12,1155.4552641981816
Arkansas,AR,05,Montgomery,Montgomery County,097,220200,779.88,282.351130943222
Arkansas,AR,05,Nevada,Nevada County,099,409900,617.84,663.4403729120808
Arkansas,AR,05,Newton,Newton County,101,129700,820.9,157.9973200146181
Arkansas,AR,05,Ouachita,Ouachita County,103,2735200,732.78,3732.634624307432
Arkansas,AR,05,Perry,Perry County,105,290600,551.4,527.0221254987305
Arkansas,AR,05,Phillips,Phillips County,107,1507700,695.66,2167.2943679383607
Arkansas,AR,05,Pike,Pike County,109,735600,600.62,1224.7344410775531
Arkansas,AR,05,Poinsett,Poinsett County,111,3858800,758.39,5088.147259325677
Arkansas,AR,05,Polk,Polk County,113,1078800,857.68,1257.8117712899916
Arkansas,AR,05,Pope,Pope County,115,10091300,812.55,12419.297274013907
Arkansas,AR,05,Prairie,Prairie County,117,136900,647.96,211.2784739798753
Arkansas,AR,05,Pulaski,Pulaski County,119,218827400,759.76,288021.7437085395
Arkansas,AR,05,Randolph,Randolph County,121,1156600,652.19,1773.4095892301323
Arkansas,AR,05,St. Francis,St. Francis County,123,4272700,634.77,6731.099453345307
Arkansas,AR,05,Saline,Saline County,125,19899900,723.6,27501.243781094527
Arkansas,AR,05,Scott,Scott County,127,679700,892.32,761.7222521068675
Arkansas,AR,05,Searcy,Searcy County,129,245200,666.1,368.11289596156735
Arkansas,AR,05,Sebastian,Sebastian County,131,48340900,531.91,90881.72811189863
Arkansas,AR,05,Sevier,Sevier County,133,1098700,565.13,1944.1544423407004
Arkansas,AR,05,Sharp,Sharp County,135,780600,604.44,1291.4433194361723
Arkansas,AR,05,Stone,Stone County,137,1069100,606.41,1762.998631289062
Arkansas,AR,05,Union,Union County,139,5669300,1039.21,5455.394001212459
Arkansas,AR,05,Van Buren,Van Buren County,141,888800,708.14,1255.1190442567854
Arkansas,AR,05,Washington,Washington County,143,81750000,941.97,86786.20338227332
Arkansas,AR,05,White,White County,145,13732600,1035.08,13267.187077327357
Arkansas,AR,05,Woodruff,Woodruff County,147,982800,586.79,1674.875168288485
Arkansas,AR,05,Yell,Yell County,149,1269700,929.98,1365.2981784554506
California,CA,06,Alameda,Alameda County,001,677273000,739.02,916447.4574436416
California,CA,06,Alpine,Alpine County,003,227400,738.33,307.9923611393279
California,CA,06,Amador,Amador County,005,4229400,594.58,7113.256416293854
California,CA,06,Butte,Butte County,007,46593700,1636.46,28472.251078547597
California,CA,06,Calaveras,Calaveras County,009,2972700,1020.01,2914.383192321644
California,CA,06,Colusa,Colusa County,011,2158100,1150.73,1875.418212786666
California,CA,06,Contra Costa,Contra Costa County,013,243492300,715.94,340101.54482219176
California,CA,06,Del Norte,Del Norte County,015,3695800,1006.37,3672.40676888222
California,CA,06,El Dorado,El Dorado County,017,27220400,1707.88,15938.122116307937
California,CA,06,Fresno,Fresno County,019,270937700,5957.99,45474.68189775411
California,CA,06,Glenn,Glenn County,021,3341600,1313.95,2543.171353552266
California,CA,06,Humboldt,Humboldt County,023,19998500,3567.99,5604.976471346613
California,CA,06,Imperial,Imperial County,025,26423600,4176.6,6326.581429871187
California,CA,06,Inyo,Inyo County,027,1411500,10180.88,138.64223917775283
California,CA,06,Kern,Kern County,029,169134900,8131.92,20798.88882330372
California,CA,06,Kings,Kings County,031,30990300,1389.42,22304.486764261346
California,CA,06,Lake,Lake County,033,7438100,1256.46,5919.886029002117
California,CA,06,Lassen,Lassen County,035,2058400,4541.18,453.2742591132701
California,CA,06,Los Angeles,Los Angeles County,037,3450593400,4057.88,850343.8741411772
California,CA,06,Madera,Madera County,039,26552600,2137.07,12424.768491439212
California,CA,06,Marin,Marin County,041,60564600,520.31,116400.99171647672
California,CA,06,Mariposa,Mariposa County,043,1149300,1448.82,793.2662442539446
California,CA,06,Mendocino,Mendocino County,045,10202200,3506.34,2909.6436740304703
California,CA,06,Merced,Merced County,047,45330800,1934.97,23427.13323720781
California,CA,06,Modoc,Modoc County,049,567900,3917.77,144.95491057412764
California,CA,06,Mono,Mono County,051,1762700,3048.98,578.1277673189066
California,CA,06,Monterey,Monterey County,053,88210500,3280.6,26888.52648905688
California,CA,06,Napa,Napa County,055,60212100,748.36,80458.73643700892
California,CA,06,Nevada,Nevada County,057,12799200,957.77,13363.542395355878
California,CA,06,Orange,Orange County,059,1067185000,790.57,1349893.1150941725
California,CA,06,Placer,Placer County,061,103886700,1407.01,73835.08290630486
California,CA,06,Plumas,Plumas County,063,1922500,2553.04,753.0238460815342
California,CA,06,Riverside,Riverside County,065,650658800,7206.48,90288.01856107282
California,CA,06,Sacramento,Sacramento County,067,477356800,964.64,494854.8681373362
California,CA,06,San Benito,San Benito County,069,10276900,1388.71,7400.321161365584
California,CA,06,San Bernardino,San Bernardino County,071,788107500,20056.94,39293.50638731532
California,CA,06,San Diego,San Diego County,073,1068555300,4206.63,254016.94468018343
California,CA,06,San Francisco,San Francisco County,075,515649500,46.87,11001696.180925965
California,CA,06,San Joaquin,San Joaquin County,077,240024100,1391.32,172515.3810769629
California,CA,06,San Luis Obispo,San Luis Obispo County,079,62493300,3298.57,18945.573384830393
California,CA,06,San Mateo,San Mateo County,081,283472800,448.41,632173.2343168083
California,CA,06,Santa Barbara,Santa Barbara County,083,98238100,2735.09,35917.68461001283
California,CA,06,Santa Clara,Santa Clara County,085,784625400,1290.1,608189.5977056043
California,CA,06,Santa Cruz,Santa Cruz County,087,51712400,445.17,116163.26347238134
California,CA,06,Shasta,Shasta County,089,31426300,3775.4,8323.965672511522
California,CA,06,Sierra,Sierra County,091,255300,953.21,267.83185237250973
California,CA,06,Siskiyou,Siskiyou County,093,4548000,6277.89,724.4472266955936
California,CA,06,Solano,Solano County,095,126427200,821.77,153847.4268956034
California,CA,06,Sonoma,Sonoma County,097,142427700,1575.85,90381.50839229622
California,CA,06,Stanislaus,Stanislaus County,099,140569800,1494.83,94037.3152799984
California,CA,06,Sutter,Sutter County,101,17127600,602.41,28431.79894092064
California,CA,06,Tehama,Tehama County,103,7445900,2949.71,2524.282048065742
California,CA,06,Trinity,Trinity County,105,601500,3179.25,189.19556499174334
California,CA,06,Tulare,Tulare County,107,95715700,4824.22,19840.65817893877
California,CA,06,Tuolumne,Tuolumne County,109,6029200,2220.88,2714.7797269550806
California,CA,06,Ventura,Ventura County,111,212155100,1843.13,115105.87967207955
California,CA,06,Yolo,Yolo County,113,85839300,1014.69,84596.57629423765
California,CA,06,Yuba,Yuba County,115,12308200,631.84,19479.931628260318
Colorado,CO,08,Adams,Adams County,001,188153900,1167.65,161138.95430993877
Colorado,CO,08,Alamosa,Alamosa County,003,2106600,722.64,2915.144470275656
Colorado,CO,08,Arapahoe,Arapahoe County,005,208287900,798.1,260979.70179175542
Colorado,CO,08,Archuleta,Archuleta County,007,1087700,1350.18,805.5962908649217
Colorado,CO,08,Baca,Baca County,009,130200,2554.97,50.95950245991147
Colorado,CO,08,Bent,Bent County,011,1208800,1512.86,799.0164324524411
Colorado,CO,08,Boulder,Boulder County,013,110933600,726.29,152740.09004667558
Colorado,CO,08,Broomfield,Broomfield County,014,33192800,33.03,1004928.8525582803
Colorado,CO,08,Chaffee,Chaffee County,015,2373000,1013.4,2341.6222616933096
Colorado,CO,08,Cheyenne,Cheyenne County,017,43500,1778.28,24.461839530332682
Colorado,CO,08,Clear Creek,Clear Creek County,019,1167600,395.23,2954.2291830073627
Colorado,CO,08,Conejos,Conejos County,021,261300,1287.39,202.96879733414116
Colorado,CO,08,Costilla,Costilla County,023,103400,1226.95,84.27401279595745
Colorado,CO,08,Crowley,Crowley County,025,316000,787.42,401.31060933174166
Colorado,CO,08,Custer,Custer County,027,327600,738.63,443.5238211283051
Colorado,CO,08,Delta,Delta County,029,2925900,1142.05,2561.9718926491837
Colorado,CO,08,Denver,Denver County,031,443644600,153,2899637.908496732
Colorado,CO,08,Dolores,Dolores County,033,57500,1067.05,53.88688440091842
Colorado,CO,08,Douglas,Douglas County,035,77114400,840.25,91775.54299315679
Colorado,CO,08,Eagle,Eagle County,037,12572200,1684.53,7463.3280499605235
Colorado,CO,08,Elbert,Elbert County,039,972500,1850.85,525.4342599346246
Colorado,CO,08,El Paso,El Paso County,041,214692500,2126.8,100946.25728794432
Colorado,CO,08,Fremont,Fremont County,043,6632100,1533.07,4326.025556562975
Colorado,CO,08,Garfield,Garfield County,045,7492900,2947.56,2542.068694106312
Colorado,CO,08,Gilpin,Gilpin County,047,3017100,149.9,20127.41827885257
Colorado,CO,08,Grand,Grand County,049,2498500,1846.33,1353.2250464434853
Colorado,CO,08,Gunnison,Gunnison County,051,2632900,3239.1,812.8492482479701
Colorado,CO,08,Hinsdale,Hinsdale County,053,98600,1117.25,88.25240545983442
Colorado,CO,08,Huerfano,Huerfano County,055,864300,1591,543.2432432432432
Colorado,CO,08,Jackson,Jackson County,057,84900,1613.72,52.61135760850705
Colorado,CO,08,Jefferson,Jefferson County,059,162825300,764.21,213063.5558288952
Colorado,CO,08,Kiowa,Kiowa County,061,43600,1767.77,24.663842015646832
Colorado,CO,08,Kit Carson,Kit Carson County,063,907200,2160.82,419.84061606242074
Colorado,CO,08,Lake,Lake County,065,1051000,376.91,2788.4640895704542
Colorado,CO,08,La Plata,La Plata County,067,7617500,1692.08,4501.855704222023
Colorado,CO,08,Larimer,Larimer County,069,104043100,2596,40078.235747303544
Colorado,CO,08,Las Animas,Las Animas County,071,1952500,4772.67,409.10014729700566
Colorado,CO,08,Lincoln,Lincoln County,073,666900,2577.63,258.7260390358585
Colorado,CO,08,Logan,Logan County,075,2594300,1838.55,1411.057626934269
Colorado,CO,08,Mesa,Mesa County,077,25457000,3328.97,7647.110067077805
Colorado,CO,08,Mineral,Mineral County,079,56600,875.67,64.63622140760789
Colorado,CO,08,Moffat,Moffat County,081,1552000,4743.29,327.1990538212928
Colorado,CO,08,Montezuma,Montezuma County,083,3167800,2029.53,1560.853990825462
Colorado,CO,08,Montrose,Montrose County,085,6165200,2240.7,2751.4615968224216
Colorado,CO,08,Morgan,Morgan County,087,2961300,1280.43,2312.7386893465477
Colorado,CO,08,Otero,Otero County,089,2502000,1261.96,1982.6301943009287
Colorado,CO,08,Ouray,Ouray County,091,484900,541.59,895.3267231669713
Colorado,CO,08,Park,Park County,093,738000,2193.85,336.39492216879006
Colorado,CO,08,Phillips,Phillips County,095,103500,687.93,150.45135406218657
Colorado,CO,08,Pitkin,Pitkin County,097,4295300,970.7,4424.951066240857
Colorado,CO,08,Prowers,Prowers County,099,1189600,1638.4,726.07421875
Colorado,CO,08,Pueblo,Pueblo County,101,42282800,2386.1,17720.464356062195
Colorado,CO,08,Rio Blanco,Rio Blanco County,103,558600,3220.93,173.428171366655
Colorado,CO,08,Rio Grande,Rio Grande County,105,1373900,911.96,1506.5353743585245
Colorado,CO,08,Routt,Routt County,107,3933500,2362.03,1665.30484371494
Colorado,CO,08,Saguache,Saguache County,109,246600,3168.53,77.82788864236727
Colorado,CO,08,San Juan,San Juan County,111,170400,387.49,439.75328395571495
Colorado,CO,08,San Miguel,San Miguel County,113,943800,1286.61,733.5556229160352
Colorado,CO,08,Sedgwick,Sedgwick County,115,179700,548.04,327.8957740310926
Colorado,CO,08,Summit,Summit County,117,7319100,608.36,12030.869879676507
Colorado,CO,08,Teller,Teller County,119,3268200,557.06,5866.872509244965
Colorado,CO,08,Washington,Washington County,121,114000,2518.03,45.27348760737561
Colorado,CO,08,Weld,Weld County,123,69606700,3987.24,17457.36399113171
Colorado,CO,08,Yuma,Yuma County,125,511300,2364.41,216.24845098777286
Connecticut,CT,09,Fairfield,Fairfield County,001,269196600,624.89,430790.3791067228
Connecticut,CT,09,Hartford,Hartford County,003,367500800,735.1,499933.07033056725
Connecticut,CT,09,Litchfield,Litchfield County,005,40938400,920.56,44471.191448683414
Connecticut,CT,09,Middlesex,Middlesex County,007,36977300,369.3,100128.08015163823
Connecticut,CT,09,New Haven,New Haven County,009,249006400,604.51,411914.4431026782
Connecticut,CT,09,New London,New London County,011,80450300,664.88,120999.72927445555
Connecticut,CT,09,Tolland,Tolland County,013,24253300,410.21,59124.107164623
Connecticut,CT,09,Windham,Windham County,015,25548900,512.91,49811.66286483009
Delaware,DE,10,Kent,Kent County,001,42772600,586.18,72968.37148998602
Delaware,DE,10,New Castle,New Castle County,003,199438900,426.29,467847.94388796354
Delaware,DE,10,Sussex,Sussex County,005,31995700,936.08,34180.51875908042
District of Columbia,DC,11,District of Columbia,District of Columbia,001,522939500,61.05,8565757.575757576
Florida,FL,12,Alachua,Alachua County,001,104183200,875.02,119063.79282759251
Florida,FL,12,Baker,Baker County,003,3637400,585.23,6215.334142132153
Florida,FL,12,Bay,Bay County,005,71821500,758.46,94693.8533343881
Florida,FL,12,Bradford,Bradford County,007,2495600,293.96,8489.59042046537
Florida,FL,12,Brevard,Brevard County,009,143709200,1015.66,141493.41315006991
Florida,FL,12,Broward,Broward County,011,726925500,1209.79,600869.1591102588
Florida,FL,12,Calhoun,Calhoun County,013,737200,567.33,1299.420090599827
Florida,FL,12,Charlotte,Charlotte County,015,35751100,680.28,52553.507379314404
Florida,FL,12,Citrus,Citrus County,017,29288000,581.7,50348.97713598074
Florida,FL,12,Clay,Clay County,019,31373400,604.36,51911.77443907605
Florida,FL,12,Collier,Collier County,021,101981000,1998.32,51033.36802914448
Florida,FL,12,Columbia,Columbia County,023,16517000,797.57,20709.154055443407
Florida,FL,12,DeSoto,DeSoto County,027,7783100,637.06,12217.216588704361
Florida,FL,12,Dixie,Dixie County,029,1118400,705.05,1586.2704772711156
Florida,FL,12,Duval,Duval County,031,480964900,762.19,631030.1893228722
Florida,FL,12,Escambia,Escambia County,033,99489600,656.46,151554.70249520152
Florida,FL,12,Flagler,Flagler County,035,18014200,485.46,37107.48568368146
Florida,FL,12,Franklin,Franklin County,037,1408900,534.73,2634.7876498419764
Florida,FL,12,Gadsden,Gadsden County,039,11145000,516.33,21585.032827842657
Florida,FL,12,Gilchrist,Gilchrist County,041,929300,349.68,2657.572637840311
Florida,FL,12,Glades,Glades County,043,1580000,806.01,1960.2734457388867
Florida,FL,12,Gulf,Gulf County,045,1920100,564.01,3404.37226290314
Florida,FL,12,Hamilton,Hamilton County,047,917500,513.79,1785.7490414371632
Florida,FL,12,Hardee,Hardee County,049,2377600,637.78,3727.9312615635486
Florida,FL,12,Hendry,Hendry County,051,6214900,1152.75,5391.3684667100415
Florida,FL,12,Hernando,Hernando County,053,24470400,472.54,51784.82244889321
Florida,FL,12,Highlands,Highlands County,055,22282500,1016.62,21918.219196946746
Florida,FL,12,Hillsborough,Hillsborough County,057,516682600,1020.21,506447.3000656727
Florida,FL,12,Holmes,Holmes County,059,544800,478.78,1137.8921425289277
Florida,FL,12,Indian River,Indian River County,061,29166400,502.87,57999.880684868855
Florida,FL,12,Jackson,Jackson County,063,6891000,917.76,7508.498953974896
Florida,FL,12,Jefferson,Jefferson County,065,2247600,598.1,3757.900016719612
Florida,FL,12,Lafayette,Lafayette County,067,391000,543.41,719.5303730148507
Florida,FL,12,Lake,Lake County,069,72383400,938.38,77136.55448752105
